,carat,cut,color,clarity,depth,table,x,y,z,price_predict,price_predicted
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,5911.0,5911.0
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,967.0,967.0
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,1313.0,1313.0
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,8814.0,8814.0
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,6346.0,6346.0
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,17184.0,17184.0
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,3155.0,3155.0
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,5544.0,5544.0
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,-847.0,-847.0
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,4770.0,4770.0
310,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,15551.0,15551.0
311,0.28,Ideal,G,IF,60.9,57.0,4.24,4.27,2.59,1301.0,1301.0
312,1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,9289.0,9289.0
313,0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,1626.0,1626.0
314,1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,11181.0,11181.0
315,2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,11968.0,11968.0
316,0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,851.0,851.0
317,0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,2246.0,2246.0
318,0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,1467.0,1467.0
319,1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,8155.0,8155.0
320,1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,8159.0,8159.0
321,0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,827.0,827.0
322,0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,3783.0,3783.0
323,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,-1113.0,-1113.0
324,0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,2181.0,2181.0
325,2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,16085.0,16085.0
326,1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,9287.0,9287.0
327,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,1174.0,1174.0
328,1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,5245.0,5245.0
329,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,1493.0,1493.0
330,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,349.0,349.0
331,0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,117.0,117.0
332,0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,2898.0,2898.0
333,0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,2547.0,2547.0
334,0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,3215.0,3215.0
335,1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,8233.0,8233.0
336,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,5641.0,5641.0
337,0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,1736.0,1736.0
338,1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,9290.0,9290.0
339,1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,3693.0,3693.0
340,0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,-796.0,-796.0
341,0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,939.0,939.0
342,0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,2399.0,2399.0
343,2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,13959.0,13959.0
344,1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,8742.0,8742.0
345,1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,6616.0,6616.0
346,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,14440.0,14440.0
347,0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,-889.0,-889.0
348,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,1977.0,1977.0
349,1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,5999.0,5999.0
350,0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,1259.0,1259.0
351,0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,1501.0,1501.0
352,0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,55.0,55.0
353,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,4489.0,4489.0
354,1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,9521.0,9521.0
355,0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,-107.0,-107.0
356,0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,975.0,975.0
357,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,3307.0,3307.0
358,0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,969.0,969.0
359,0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,1475.0,1475.0
360,0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,2717.0,2717.0
361,1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,5409.0,5409.0
362,0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,191.0,191.0
363,0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,3954.0,3954.0
364,1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,7725.0,7725.0
365,0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,2825.0,2825.0
366,1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,6011.0,6011.0
367,0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,1469.0,1469.0
368,0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,906.0,906.0
369,0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,448.0,448.0
370,0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,1631.0,1631.0
371,0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,957.0,957.0
372,0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,2511.0,2511.0
373,1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,7692.0,7692.0
374,0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,1861.0,1861.0
375,0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,2449.0,2449.0
376,0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,381.0,381.0
377,0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,1025.0,1025.0
378,0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,344.0,344.0
379,0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,3135.0,3135.0
380,1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,4340.0,4340.0
381,0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,313.0,313.0
382,0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,3075.0,3075.0
383,0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,2125.0,2125.0
384,0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,1403.0,1403.0
385,0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,1465.0,1465.0
386,1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,9520.0,9520.0
387,0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,821.0,821.0
388,1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,4416.0,4416.0
389,1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,7985.0,7985.0
390,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,4144.0,4144.0
391,0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,982.0,982.0
392,0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,1714.0,1714.0
393,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,1554.0,1554.0
394,0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,2267.0,2267.0
395,1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,6133.0,6133.0
396,0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,2109.0,2109.0
397,0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,4005.0,4005.0
398,1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,3053.0,3053.0
399,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,2069.0,2069.0
400,1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,6025.0,6025.0
401,0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,2173.0,2173.0
402,0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,577.0,577.0
403,0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,2470.0,2470.0
404,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,2607.0,2607.0
405,0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,3984.0,3984.0
406,0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,2763.0,2763.0
407,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,273.0,273.0
408,0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,1942.0,1942.0
409,0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,519.0,519.0
410,0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,1264.0,1264.0
411,1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,9185.0,9185.0
412,0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,1332.0,1332.0
413,0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,3503.0,3503.0
414,0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,5391.0,5391.0
415,1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,5778.0,5778.0
416,1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,10839.0,10839.0
417,0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,25.0,25.0
418,0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,393.0,393.0
419,1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,5101.0,5101.0
420,0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,3580.0,3580.0
421,1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,1041.0,1041.0
422,0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,2229.0,2229.0
423,1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,6130.0,6130.0
424,0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,813.0,813.0
425,1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,3573.0,3573.0
426,2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,13761.0,13761.0
427,1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,4991.0,4991.0
428,0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,3597.0,3597.0
429,0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,-123.0,-123.0
430,0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,1366.0,1366.0
431,0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,612.0,612.0
432,1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,4547.0,4547.0
433,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3827.0,3827.0
434,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1641.0,1641.0
435,0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,2407.0,2407.0
436,1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,6529.0,6529.0
437,0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,3071.0,3071.0
438,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,15183.0,15183.0
439,0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,705.0,705.0
440,0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,171.0,171.0
441,0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,693.0,693.0
442,0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,778.0,778.0
443,0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,690.0,690.0
444,0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,906.0,906.0
445,0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,2086.0,2086.0
446,1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,9184.0,9184.0
447,0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,1480.0,1480.0
448,2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,15255.0,15255.0
449,0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,679.0,679.0
450,0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,1125.0,1125.0
451,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,3027.0,3027.0
452,1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,5341.0,5341.0
453,0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,2237.0,2237.0
454,0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,208.0,208.0
455,0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,1021.0,1021.0
456,0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,3977.0,3977.0
457,0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,-125.0,-125.0
458,0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,-295.0,-295.0
459,2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,14586.0,14586.0
460,0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,2708.0,2708.0
461,1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,6329.0,6329.0
462,1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,9031.0,9031.0
463,0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,1205.0,1205.0
464,0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,1095.0,1095.0
465,0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,2896.0,2896.0
466,0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,1937.0,1937.0
467,0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,1780.0,1780.0
468,1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,7167.0,7167.0
469,1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,8265.0,8265.0
470,0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,1089.0,1089.0
471,1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,9431.0,9431.0
472,0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,2951.0,2951.0
473,0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,876.0,876.0
474,0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,1089.0,1089.0
475,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,1428.0,1428.0
476,0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,4823.0,4823.0
477,1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,7485.0,7485.0
478,0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,11.0,11.0
479,1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,6073.0,6073.0
480,0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,-519.0,-519.0
481,0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,1428.0,1428.0
482,1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,9156.0,9156.0
483,0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,1027.0,1027.0
484,1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,3893.0,3893.0
485,1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,4492.0,4492.0
486,1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,5354.0,5354.0
487,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,7407.0,7407.0
488,1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,10398.0,10398.0
489,0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,3028.0,3028.0
490,0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,4585.0,4585.0
491,2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,16019.0,16019.0
492,0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,1771.0,1771.0
493,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,623.0,623.0
494,1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,6137.0,6137.0
495,0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,1420.0,1420.0
496,0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,993.0,993.0
497,0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,693.0,693.0
498,0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,1185.0,1185.0
499,1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,4069.0,4069.0
500,0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,4053.0,4053.0
501,1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,6453.0,6453.0
502,0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,-375.0,-375.0
503,1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,9809.0,9809.0
504,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,556.0,556.0
505,0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,3129.0,3129.0
506,0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,1003.0,1003.0
507,0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,467.0,467.0
508,2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,14627.0,14627.0
509,0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,1139.0,1139.0
510,1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,3251.0,3251.0
511,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,145.0,145.0
512,0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,2008.0,2008.0
513,0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,-481.0,-481.0
514,1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,6385.0,6385.0
515,1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,5212.0,5212.0
516,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,3160.0,3160.0
517,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,3017.0,3017.0
518,0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,3692.0,3692.0
519,0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,437.0,437.0
520,2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,18801.0,18801.0
521,0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,3247.0,3247.0
522,1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,4815.0,4815.0
523,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,5581.0,5581.0
524,1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,4755.0,4755.0
525,0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,3327.0,3327.0
526,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,1427.0,1427.0
527,0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,-269.0,-269.0
528,0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,4473.0,4473.0
529,0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,1012.0,1012.0
530,0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,3843.0,3843.0
531,0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,593.0,593.0
532,1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,7725.0,7725.0
533,1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,6278.0,6278.0
534,0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,621.0,621.0
535,0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,346.0,346.0
536,0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,2276.0,2276.0
537,1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,4515.0,4515.0
538,0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,1184.0,1184.0
539,1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,8712.0,8712.0
540,0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,3283.0,3283.0
541,1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,6993.0,6993.0
542,0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,117.0,117.0
543,0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,5361.0,5361.0
544,1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,3989.0,3989.0
545,2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,15403.0,15403.0
546,0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,285.0,285.0
547,0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,84.0,84.0
548,1.0,Fair,H,SI2,69.5,55.0,6.17,6.1,4.26,2871.0,2871.0
549,1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,3428.0,3428.0
550,0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,4135.0,4135.0
551,1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03,5049.0,5049.0
552,1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61,10369.0,10369.0
553,0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,1423.0,1423.0
554,0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,1799.0,1799.0
555,0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,-583.0,-583.0
556,1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,3365.0,3365.0
557,0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79,1180.0,1180.0
558,0.3,Premium,E,VS2,60.7,59.0,4.3,4.33,2.62,541.0,541.0
559,0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,643.0,643.0
560,0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,3759.0,3759.0
561,1.0,Premium,F,SI2,60.2,62.0,6.53,6.45,3.91,4420.0,4420.0
562,0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,4017.0,4017.0
563,0.4,Ideal,H,IF,61.9,55.0,4.76,4.77,2.95,1579.0,1579.0
564,0.6,Very Good,D,VS2,63.1,54.0,5.41,5.33,3.39,2873.0,2873.0
565,0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,3158.0,3158.0
566,1.0,Premium,E,VS1,61.4,58.0,6.44,6.42,3.95,6471.0,6471.0
567,0.3,Very Good,G,VVS1,63.4,56.0,4.31,4.27,2.72,849.0,849.0
568,0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,3087.0,3087.0
569,0.72,Premium,J,SI1,62.0,58.0,5.74,5.77,3.57,903.0,903.0
570,1.0,Ideal,I,SI1,59.8,57.0,6.44,6.5,3.87,4505.0,4505.0
571,1.57,Very Good,H,VS1,62.8,60.0,7.36,7.44,4.65,11044.0,11044.0
572,0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74,931.0,931.0
573,0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,2121.0,2121.0
574,0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,53.0,53.0
575,0.7,Ideal,H,SI2,62.1,55.0,5.69,5.72,3.54,1336.0,1336.0
576,1.29,Very Good,J,SI2,63.5,57.0,6.89,6.87,4.37,5077.0,5077.0
577,0.32,Ideal,F,VS2,62.3,56.0,4.4,4.37,2.73,648.0,648.0
578,0.32,Premium,G,VS1,62.8,59.0,4.37,4.33,2.73,603.0,603.0
579,1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,6263.0,6263.0
580,1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92,6163.0,6163.0
581,0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6,565.0,565.0
582,0.83,Ideal,H,SI2,62.3,54.0,6.04,6.07,3.77,2445.0,2445.0
583,0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,639.0,639.0
584,0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87,3923.0,3923.0
585,0.31,Ideal,F,VVS2,61.7,55.0,4.33,4.36,2.68,1363.0,1363.0
586,1.53,Premium,J,VS1,60.1,59.0,7.51,7.47,4.5,9249.0,9249.0
587,0.7,Premium,F,VS2,59.4,61.0,5.83,5.79,3.45,3401.0,3401.0
588,0.81,Ideal,I,VS2,62.4,54.8,5.98,6.01,3.75,3305.0,3305.0
589,0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,2455.0,2455.0
590,1.24,Very Good,J,SI2,63.3,60.0,6.83,6.75,4.29,4516.0,4516.0
591,0.72,Premium,H,SI1,62.7,59.0,5.73,5.69,3.58,2262.0,2262.0
592,0.35,Premium,H,SI2,62.0,58.0,4.47,4.5,2.78,-1463.0,-1463.0
593,1.07,Ideal,J,VS2,61.6,56.0,6.59,6.55,4.04,4731.0,4731.0
594,1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,6510.0,6510.0
595,1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,4703.0,4703.0
596,0.43,Premium,F,SI1,61.3,60.0,4.86,4.83,2.97,683.0,683.0
597,0.57,Ideal,H,VS1,61.0,57.0,5.37,5.34,3.26,2115.0,2115.0
598,0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69,3629.0,3629.0
599,0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,293.0,293.0
600,0.9,Premium,F,SI2,60.5,57.0,6.23,6.2,3.76,3703.0,3703.0
601,1.0,Good,F,SI2,63.4,60.0,6.28,6.33,4.0,4337.0,4337.0
